rate_line.location_code,rate_line.location,rate_line.rate,rate_line.pulse
809410,Dominican Rep 809 - Mobile,0.1182,60
809413,Dominican Rep 809 - Mobile,0.1182,60
809415,Dominican Rep 809 - Mobile,0.1182,60
809416,Dominican Rep 809 - Mobile,0.1182,60
809417,Dominican Rep 809 - Mobile,0.1182,60
809418,Dominican Rep 809 - Mobile,0.1182,60
809419,Dominican Rep 809 - Mobile,0.1182,60
80942,Dominican Rep 809 - Mobile,0.1182,60
80943,Dominican Rep 809 - Mobile,0.1182,60
80944,Dominican Rep 809 - Mobile,0.1182,60
809451,Dominican Rep 809 - Mobile,0.1182,60
809452,Dominican Rep 809 - Mobile,0.1182,60
809453,Dominican Rep 809 - Mobile,0.1182,60
809454,Dominican Rep 809 - Mobile,0.1182,60
809456,Dominican Rep 809 - Mobile,0.1182,60
809457,Dominican Rep 809 - Mobile,0.1182,60
809458,Dominican Rep 809 - Mobile,0.1182,60
809459,Dominican Rep 809 - Mobile,0.1182,60
809460,Dominican Rep 809 - Mobile,0.1182,60
809461,Dominican Rep 809 - Mobile,0.1182,60
809462,Dominican Rep 809 - Mobile,0.1182,60
809463,Dominican Rep 809 - Mobile,0.1182,60
809464,Dominican Rep 809 - Mobile,0.1182,60
809465,Dominican Rep 809 - Mobile,0.1182,60
809467,Dominican Rep 809 - Mobile,0.1182,60
809470,Dominican Rep 809 - Mobile,0.1182,60
809474,Dominican Rep 809 - Mobile,0.1182,60
809477,Dominican Rep 809 - Mobile,0.1182,60
809478,Dominican Rep 809 - Mobile,0.1182,60
809479,Dominican Rep 809 - Mobile,0.1182,60
809480,Dominican Rep 809 - Mobile,0.1182,60
809481,Dominican Rep 809 - Mobile,0.1182,60
809484,Dominican Rep 809 - Mobile,0.1182,60
809485,Dominican Rep 809 - Mobile,0.1182,60
809486,Dominican Rep 809 - Mobile,0.1182,60
809488,Dominican Rep 809 - Mobile,0.1182,60
80949,Dominican Rep 809 - Mobile,0.1182,60
809501,Dominican Rep 809 - Mobile,0.1182,60
809502,Dominican Rep 809 - Mobile,0.1182,60
809504,Dominican Rep 809 - Mobile,0.1182,60
809505,Dominican Rep 809 - Mobile,0.1182,60
809506,Dominican Rep 809 - Mobile,0.1182,60
809507,Dominican Rep 809 - Mobile,0.1182,60
809509,Dominican Rep 809 - Mobile,0.1182,60
809510,Dominican Rep 809 - Mobile,0.1182,60
809512,Dominican Rep 809 - Mobile,0.1182,60
809513,Dominican Rep 809 - Mobile,0.1182,60
809514,Dominican Rep 809 - Mobile,0.1182,60
809515,Dominican Rep 809 - Mobile,0.1182,60
809516,Dominican Rep 809 - Mobile,0.1182,60
809517,Dominican Rep 809 - Mobile,0.1182,60
809519,Dominican Rep 809 - Mobile,0.1182,60
809520,Dominican Rep 809 - Mobile,0.1182,60
809542,Dominican Rep 809 - Mobile,0.1182,60
809543,Dominican Rep 809 - Mobile,0.1182,60
809545,Dominican Rep 809 - Mobile,0.1182,60
809546,Dominican Rep 809 - Mobile,0.1182,60
80960,Dominican Rep 809 - Mobile,0.1182,60
809610,Dominican Rep 809 - Mobile,0.1182,60
809613,Dominican Rep 809 - Mobile,0.1182,60
809614,Dominican Rep 809 - Mobile,0.1182,60
809615,Dominican Rep 809 - Mobile,0.1182,60
809617,Dominican Rep 809 - Mobile,0.1182,60
809618,Dominican Rep 809 - Mobile,0.1182,60
809619,Dominican Rep 809 - Mobile,0.1182,60
809624,Dominican Rep 809 - Mobile,0.1182,60
809627,Dominican Rep 809 - Mobile,0.1182,60
809628,Dominican Rep 809 - Mobile,0.1182,60
809629,Dominican Rep 809 - Mobile,0.1182,60
809630,Dominican Rep 809 - Mobile,0.1182,60
809631,Dominican Rep 809 - Mobile,0.1182,60
809632,Dominican Rep 809 - Mobile,0.1182,60
809634,Dominican Rep 809 - Mobile,0.1182,60
809635,Dominican Rep 809 - Mobile,0.1182,60
809637,Dominican Rep 809 - Mobile,0.1182,60
809638,Dominican Rep 809 - Mobile,0.1182,60
809639,Dominican Rep 809 - Mobile,0.1182,60
80964,Dominican Rep 809 - Mobile,0.1182,60
809650,Dominican Rep 809 - Mobile,0.1182,60
809651,Dominican Rep 809 - Mobile,0.1182,60
809652,Dominican Rep 809 - Mobile,0.1182,60
809653,Dominican Rep 809 - Mobile,0.1182,60
809654,Dominican Rep 809 - Mobile,0.1182,60
809656,Dominican Rep 809 - Mobile,0.1182,60
809657,Dominican Rep 809 - Mobile,0.1182,60
809658,Dominican Rep 809 - Mobile,0.1182,60
809659,Dominican Rep 809 - Mobile,0.1182,60
80966,Dominican Rep 809 - Mobile,0.1182,60
809670,Dominican Rep 809 - Mobile,0.1182,60
809671,Dominican Rep 809 - Mobile,0.1182,60
809672,Dominican Rep 809 - Mobile,0.1182,60
809673,Dominican Rep 809 - Mobile,0.1182,60
809674,Dominican Rep 809 - Mobile,0.1182,60
809675,Dominican Rep 809 - Mobile,0.1182,60
809676,Dominican Rep 809 - Mobile,0.1182,60
809677,Dominican Rep 809 - Mobile,0.1182,60
809678,Dominican Rep 809 - Mobile,0.1182,60
809693,Dominican Rep 809 - Mobile,0.1182,60
809694,Dominican Rep 809 - Mobile,0.1182,60
809696,Dominican Rep 809 - Mobile,0.1182,60
809697,Dominican Rep 809 - Mobile,0.1182,60
809698,Dominican Rep 809 - Mobile,0.1182,60
809702,Dominican Rep 809 - Mobile,0.1182,60
809703,Dominican Rep 809 - Mobile,0.1182,60
809704,Dominican Rep 809 - Mobile,0.1182,60
809705,Dominican Rep 809 - Mobile,0.1182,60
809706,Dominican Rep 809 - Mobile,0.1182,60
809707,Dominican Rep 809 - Mobile,0.1182,60
809708,Dominican Rep 809 - Mobile,0.1182,60
809709,Dominican Rep 809 - Mobile,0.1182,60
80971,Dominican Rep 809 - Mobile,0.1182,60
809720,Dominican Rep 809 - Mobile,0.1182,60
809721,Dominican Rep 809 - Mobile,0.1182,60
809722,Dominican Rep 809 - Mobile,0.1182,60
809723,Dominican Rep 809 - Mobile,0.1182,60
809727,Dominican Rep 809 - Mobile,0.1182,60
809729,Dominican Rep 809 - Mobile,0.1182,60
809742,Dominican Rep 809 - Mobile,0.1182,60
809743,Dominican Rep 809 - Mobile,0.1182,60
809747,Dominican Rep 809 - Mobile,0.1182,60
809749,Dominican Rep 809 - Mobile,0.1182,60
809750,Dominican Rep 809 - Mobile,0.1182,60
809751,Dominican Rep 809 - Mobile,0.1182,60
809752,Dominican Rep 809 - Mobile,0.1182,60
809753,Dominican Rep 809 - Mobile,0.1182,60
809754,Dominican Rep 809 - Mobile,0.1182,60
809756,Dominican Rep 809 - Mobile,0.1182,60
809757,Dominican Rep 809 - Mobile,0.1182,60
809758,Dominican Rep 809 - Mobile,0.1182,60
809759,Dominican Rep 809 - Mobile,0.1182,60
809760,Dominican Rep 809 - Mobile,0.1182,60
809761,Dominican Rep 809 - Mobile,0.1182,60
809762,Dominican Rep 809 - Mobile,0.1182,60
809763,Dominican Rep 809 - Mobile,0.1182,60
809764,Dominican Rep 809 - Mobile,0.1182,60
809765,Dominican Rep 809 - Mobile,0.1182,60
809767,Dominican Rep 809 - Mobile,0.1182,60
809768,Dominican Rep 809 - Mobile,0.1182,60
809769,Dominican Rep 809 - Mobile,0.1182,60
809771,Dominican Rep 809 - Mobile,0.1182,60
809772,Dominican Rep 809 - Mobile,0.1182,60
809773,Dominican Rep 809 - Mobile,0.1182,60
809774,Dominican Rep 809 - Mobile,0.1182,60
809775,Dominican Rep 809 - Mobile,0.1182,60
809776,Dominican Rep 809 - Mobile,0.1182,60
809777,Dominican Rep 809 - Mobile,0.1182,60
809778,Dominican Rep 809 - Mobile,0.1182,60
809779,Dominican Rep 809 - Mobile,0.1182,60
809780,Dominican Rep 809 - Mobile,0.1182,60
809781,Dominican Rep 809 - Mobile,0.1182,60
809782,Dominican Rep 809 - Mobile,0.1182,60
809783,Dominican Rep 809 - Mobile,0.1182,60
809785,Dominican Rep 809 - Mobile,0.1182,60
809786,Dominican Rep 809 - Mobile,0.1182,60
809787,Dominican Rep 809 - Mobile,0.1182,60
809789,Dominican Rep 809 - Mobile,0.1182,60
809790,Dominican Rep 809 - Mobile,0.1182,60
809791,Dominican Rep 809 - Mobile,0.1182,60
809796,Dominican Rep 809 - Mobile,0.1182,60
809798,Dominican Rep 809 - Mobile,0.1182,60
809801,Dominican Rep 809 - Mobile,0.1182,60
809802,Dominican Rep 809 - Mobile,0.1182,60
809803,Dominican Rep 809 - Mobile,0.1182,60
809804,Dominican Rep 809 - Mobile,0.1182,60
809805,Dominican Rep 809 - Mobile,0.1182,60
809808,Dominican Rep 809 - Mobile,0.1182,60
809812,Dominican Rep 809 - Mobile,0.1182,60
809814,Dominican Rep 809 - Mobile,0.1182,60
809815,Dominican Rep 809 - Mobile,0.1182,60
809816,Dominican Rep 809 - Mobile,0.1182,60
809817,Dominican Rep 809 - Mobile,0.1182,60
809818,Dominican Rep 809 - Mobile,0.1182,60
809819,Dominican Rep 809 - Mobile,0.1182,60
809820,Dominican Rep 809 - Mobile,0.1182,60
809821,Dominican Rep 809 - Mobile,0.1182,60
809827,Dominican Rep 809 - Mobile,0.1182,60
809828,Dominican Rep 809 - Mobile,0.1182,60
809829,Dominican Rep 809 - Mobile,0.1182,60
809834,Dominican Rep 809 - Mobile,0.1182,60
809835,Dominican Rep 809 - Mobile,0.1182,60
809836,Dominican Rep 809 - Mobile,0.1182,60
809837,Dominican Rep 809 - Mobile,0.1182,60
809838,Dominican Rep 809 - Mobile,0.1182,60
809839,Dominican Rep 809 - Mobile,0.1182,60
80984,Dominican Rep 809 - Mobile,0.1182,60
80985,Dominican Rep 809 - Mobile,0.1182,60
80986,Dominican Rep 809 - Mobile,0.1182,60
809871,Dominican Rep 809 - Mobile,0.1182,60
809873,Dominican Rep 809 - Mobile,0.1182,60
809874,Dominican Rep 809 - Mobile,0.1182,60
809875,Dominican Rep 809 - Mobile,0.1182,60
809876,Dominican Rep 809 - Mobile,0.1182,60
809877,Dominican Rep 809 - Mobile,0.1182,60
809878,Dominican Rep 809 - Mobile,0.1182,60
809879,Dominican Rep 809 - Mobile,0.1182,60
809880,Dominican Rep 809 - Mobile,0.1182,60
809881,Dominican Rep 809 - Mobile,0.1182,60
809882,Dominican Rep 809 - Mobile,0.1182,60
809883,Dominican Rep 809 - Mobile,0.1182,60
809884,Dominican Rep 809 - Mobile,0.1182,60
809885,Dominican Rep 809 - Mobile,0.1182,60
809886,Dominican Rep 809 - Mobile,0.1182,60
809888,Dominican Rep 809 - Mobile,0.1182,60
809889,Dominican Rep 809 - Mobile,0.1182,60
809890,Dominican Rep 809 - Mobile,0.1182,60
809891,Dominican Rep 809 - Mobile,0.1182,60
8098947,Dominican Rep 809 - Mobile,0.1182,60
8098948,Dominican Rep 809 - Mobile,0.1182,60
8098949,Dominican Rep 809 - Mobile,0.1182,60
809897,Dominican Rep 809 - Mobile,0.1182,60
809899,Dominican Rep 809 - Mobile,0.1182,60
80990,Dominican Rep 809 - Mobile,0.1182,60
809910,Dominican Rep 809 - Mobile,0.1182,60
809912,Dominican Rep 809 - Mobile,0.1182,60
809913,Dominican Rep 809 - Mobile,0.1182,60
809914,Dominican Rep 809 - Mobile,0.1182,60
809915,Dominican Rep 809 - Mobile,0.1182,60
809916,Dominican Rep 809 - Mobile,0.1182,60
809917,Dominican Rep 809 - Mobile,0.1182,60
809918,Dominican Rep 809 - Mobile,0.1182,60
809919,Dominican Rep 809 - Mobile,0.1182,60
809923,Dominican Rep 809 - Mobile,0.1182,60
809924,Dominican Rep 809 - Mobile,0.1182,60
809928,Dominican Rep 809 - Mobile,0.1182,60
809929,Dominican Rep 809 - Mobile,0.1182,60
809931,Dominican Rep 809 - Mobile,0.1182,60
809932,Dominican Rep 809 - Mobile,0.1182,60
809935,Dominican Rep 809 - Mobile,0.1182,60
809938,Dominican Rep 809 - Mobile,0.1182,60
809939,Dominican Rep 809 - Mobile,0.1182,60
809940,Dominican Rep 809 - Mobile,0.1182,60
809941,Dominican Rep 809 - Mobile,0.1182,60
809942,Dominican Rep 809 - Mobile,0.1182,60
809943,Dominican Rep 809 - Mobile,0.1182,60
809944,Dominican Rep 809 - Mobile,0.1182,60
809945,Dominican Rep 809 - Mobile,0.1182,60
809946,Dominican Rep 809 - Mobile,0.1182,60
809949,Dominican Rep 809 - Mobile,0.1182,60
80995,Dominican Rep 809 - Mobile,0.1182,60
80996,Dominican Rep 809 - Mobile,0.1182,60
80997,Dominican Rep 809 - Mobile,0.1182,60
809980,Dominican Rep 809 - Mobile,0.1182,60
809981,Dominican Rep 809 - Mobile,0.1182,60
809982,Dominican Rep 809 - Mobile,0.1182,60
809983,Dominican Rep 809 - Mobile,0.1182,60
809984,Dominican Rep 809 - Mobile,0.1182,60
809986,Dominican Rep 809 - Mobile,0.1182,60
809988,Dominican Rep 809 - Mobile,0.1182,60
809989,Dominican Rep 809 - Mobile,0.1182,60
80999,Dominican Rep 809 - Mobile,0.1182,60
829,Dominican Rep 829,0.0372,60
82920,Dominican Rep 829 - Mobile,0.1182,60
829201,Dominican Rep 829 - Mobile,0.1182,60
829202,Dominican Rep 829 - Mobile,0.1182,60
829203,Dominican Rep 829 - Mobile,0.1182,60
829204,Dominican Rep 829 - Mobile,0.1182,60
829205,Dominican Rep 829 - Mobile,0.1182,60
829206,Dominican Rep 829 - Mobile,0.1182,60
829207,Dominican Rep 829 - Mobile,0.1182,60
829208,Dominican Rep 829 - Mobile,0.1182,60
829209,Dominican Rep 829 - Mobile,0.1182,60
829210,Dominican Rep 829 - Mobile,0.1182,60
829212,Dominican Rep 829 - Mobile,0.1182,60
829213,Dominican Rep 829 - Mobile,0.1182,60
829214,Dominican Rep 829 - Mobile,0.1182,60
829215,Dominican Rep 829 - Mobile,0.1182,60
829216,Dominican Rep 829 - Mobile,0.1182,60
829217,Dominican Rep 829 - Mobile,0.1182,60
829218,Dominican Rep 829 - Mobile,0.1182,60
829219,Dominican Rep 829 - Mobile,0.1182,60
829220,Dominican Rep 829 - Mobile,0.1182,60
829221,Dominican Rep 829 - Mobile,0.1182,60
829222,Dominican Rep 829 - Mobile,0.1182,60
829223,Dominican Rep 829 - Mobile,0.1182,60
829224,Dominican Rep 829 - Mobile,0.1182,60
829225,Dominican Rep 829 - Mobile,0.1182,60
829228,Dominican Rep 829 - Mobile,0.1182,60
829230,Dominican Rep 829 - Mobile,0.1182,60
829232,Dominican Rep 829 - Mobile,0.1182,60
829233,Dominican Rep 829 - Mobile,0.1182,60
829246,Dominican Rep 829 - Mobile,0.1182,60
829248,Dominican Rep 829 - Mobile,0.1182,60
829250,Dominican Rep 829 - Mobile,0.1182,60
829252,Dominican Rep 829 - Mobile,0.1182,60
829255,Dominican Rep 829 - Mobile,0.1182,60
829257,Dominican Rep 829 - Mobile,0.1182,60
829258,Dominican Rep 829 - Mobile,0.1182,60
829259,Dominican Rep 829 - Mobile,0.1182,60
82926,Dominican Rep 829 - Mobile,0.1182,60
82927,Dominican Rep 829 - Mobile,0.1182,60
82928,Dominican Rep 829 - Mobile,0.1182,60
82929,Dominican Rep 829 - Mobile,0.1182,60
82930,Dominican Rep 829 - Mobile,0.1182,60
82931,Dominican Rep 829 - Mobile,0.1182,60
82932,Dominican Rep 829 - Mobile,0.1182,60
82933,Dominican Rep 829 - Mobile,0.1182,60
82934,Dominican Rep 829 - Mobile,0.1182,60
82935,Dominican Rep 829 - Mobile,0.1182,60
82936,Dominican Rep 829 - Mobile,0.1182,60
829370,Dominican Rep 829 - Mobile,0.1182,60
829371,Dominican Rep 829 - Mobile,0.1182,60
829372,Dominican Rep 829 - Mobile,0.1182,60
829373,Dominican Rep 829 - Mobile,0.1182,60
829374,Dominican Rep 829 - Mobile,0.1182,60
829375,Dominican Rep 829 - Mobile,0.1182,60
829376,Dominican Rep 829 - Mobile,0.1182,60
829377,Dominican Rep 829 - Mobile,0.1182,60
829379,Dominican Rep 829 - Mobile,0.1182,60
82938,Dominican Rep 829 - Mobile,0.1182,60
82939,Dominican Rep 829 - Mobile,0.1182,60
829401,Dominican Rep 829 - Mobile,0.1182,60
829402,Dominican Rep 829 - Mobile,0.1182,60
829403,Dominican Rep 829 - Mobile,0.1182,60
829404,Dominican Rep 829 - Mobile,0.1182,60
829405,Dominican Rep 829 - Mobile,0.1182,60
829406,Dominican Rep 829 - Mobile,0.1182,60
829407,Dominican Rep 829 - Mobile,0.1182,60
829408,Dominican Rep 829 - Mobile,0.1182,60
829409,Dominican Rep 829 - Mobile,0.1182,60
829410,Dominican Rep 829 - Mobile,0.1182,60
829412,Dominican Rep 829 - Mobile,0.1182,60
829413,Dominican Rep 829 - Mobile,0.1182,60
829414,Dominican Rep 829 - Mobile,0.1182,60
829415,Dominican Rep 829 - Mobile,0.1182,60
829416,Dominican Rep 829 - Mobile,0.1182,60
829417,Dominican Rep 829 - Mobile,0.1182,60
829418,Dominican Rep 829 - Mobile,0.1182,60
829419,Dominican Rep 829 - Mobile,0.1182,60
82942,Dominican Rep 829 - Mobile,0.1182,60
829430,Dominican Rep 829 - Mobile,0.1182,60
829431,Dominican Rep 829 - Mobile,0.1182,60
829432,Dominican Rep 829 - Mobile,0.1182,60
829436,Dominican Rep 829 - Mobile,0.1182,60
829437,Dominican Rep 829 - Mobile,0.1182,60
829438,Dominican Rep 829 - Mobile,0.1182,60
829439,Dominican Rep 829 - Mobile,0.1182,60
82944,Dominican Rep 829 - Mobile,0.1182,60
82945,Dominican Rep 829 - Mobile,0.1182,60
82946,Dominican Rep 829 - Mobile,0.1182,60
829470,Dominican Rep 829 - Mobile,0.1182,60
829471,Dominican Rep 829 - Mobile,0.1182,60
829472,Dominican Rep 829 - Mobile,0.1182,60
829474,Dominican Rep 829 - Mobile,0.1182,60
829475,Dominican Rep 829 - Mobile,0.1182,60
829477,Dominican Rep 829 - Mobile,0.1182,60
829478,Dominican Rep 829 - Mobile,0.1182,60
829479,Dominican Rep 829 - Mobile,0.1182,60
82949,Dominican Rep 829 - Mobile,0.1182,60
82950,Dominican Rep 829 - Mobile,0.1182,60
829510,Dominican Rep 829 - Mobile,0.1182,60
829512,Dominican Rep 829 - Mobile,0.1182,60
829513,Dominican Rep 829 - Mobile,0.1182,60
829514,Dominican Rep 829 - Mobile,0.1182,60
829515,Dominican Rep 829 - Mobile,0.1182,60
829517,Dominican Rep 829 - Mobile,0.1182,60
829518,Dominican Rep 829 - Mobile,0.1182,60
829519,Dominican Rep 829 - Mobile,0.1182,60
82952,Dominican Rep 829 - Mobile,0.1182,60
829531,Dominican Rep 829 - Mobile,0.1182,60
829532,Dominican Rep 829 - Mobile,0.1182,60
829533,Dominican Rep 829 - Mobile,0.1182,60
829534,Dominican Rep 829 - Mobile,0.1182,60
829536,Dominican Rep 829 - Mobile,0.1182,60
829537,Dominican Rep 829 - Mobile,0.1182,60
829539,Dominican Rep 829 - Mobile,0.1182,60
829540,Dominican Rep 829 - Mobile,0.1182,60
829541,Dominican Rep 829 - Mobile,0.1182,60
829542,Dominican Rep 829 - Mobile,0.1182,60
829543,Dominican Rep 829 - Mobile,0.1182,60
829546,Dominican Rep 829 - Mobile,0.1182,60
829548,Dominican Rep 829 - Mobile,0.1182,60
829549,Dominican Rep 829 - Mobile,0.1182,60
829550,Dominican Rep 829 - Mobile,0.1182,60
829551,Dominican Rep 829 - Mobile,0.1182,60
829552,Dominican Rep 829 - Mobile,0.1182,60
829553,Dominican Rep 829 - Mobile,0.1182,60
829554,Dominican Rep 829 - Mobile,0.1182,60
829556,Dominican Rep 829 - Mobile,0.1182,60
829557,Dominican Rep 829 - Mobile,0.1182,60
829558,Dominican Rep 829 - Mobile,0.1182,60
829559,Dominican Rep 829 - Mobile,0.1182,60
829560,Dominican Rep 829 - Mobile,0.1182,60
829561,Dominican Rep 829 - Mobile,0.1182,60
829562,Dominican Rep 829 - Mobile,0.1182,60
829563,Dominican Rep 829 - Mobile,0.1182,60
829564,Dominican Rep 829 - Mobile,0.1182,60
829566,Dominican Rep 829 - Mobile,0.1182,60
829568,Dominican Rep 829 - Mobile,0.1182,60
829569,Dominican Rep 829 - Mobile,0.1182,60
829570,Dominican Rep 829 - Mobile,0.1182,60
829571,Dominican Rep 829 - Mobile,0.1182,60
829572,Dominican Rep 829 - Mobile,0.1182,60
829573,Dominican Rep 829 - Mobile,0.1182,60
829574,Dominican Rep 829 - Mobile,0.1182,60
829576,Dominican Rep 829 - Mobile,0.1182,60
829577,Dominican Rep 829 - Mobile,0.1182,60
829578,Dominican Rep 829 - Mobile,0.1182,60
829579,Dominican Rep 829 - Mobile,0.1182,60
829580,Dominican Rep 829 - Mobile,0.1182,60
829584,Dominican Rep 829 - Mobile,0.1182,60
829585,Dominican Rep 829 - Mobile,0.1182,60
829586,Dominican Rep 829 - Mobile,0.1182,60
829587,Dominican Rep 829 - Mobile,0.1182,60
829589,Dominican Rep 829 - Mobile,0.1182,60
829591,Dominican Rep 829 - Mobile,0.1182,60
829592,Dominican Rep 829 - Mobile,0.1182,60
829598,Dominican Rep 829 - Mobile,0.1182,60
829599,Dominican Rep 829 - Mobile,0.1182,60
829601,Dominican Rep 829 - Mobile,0.1182,60
829602,Dominican Rep 829 - Mobile,0.1182,60
829603,Dominican Rep 829 - Mobile,0.1182,60
829604,Dominican Rep 829 - Mobile,0.1182,60
829605,Dominican Rep 829 - Mobile,0.1182,60
829606,Dominican Rep 829 - Mobile,0.1182,60
829610,Dominican Rep 829 - Mobile,0.1182,60
829613,Dominican Rep 829 - Mobile,0.1182,60
829616,Dominican Rep 829 - Mobile,0.1182,60
829618,Dominican Rep 829 - Mobile,0.1182,60
829619,Dominican Rep 829 - Mobile,0.1182,60
829629,Dominican Rep 829 - Mobile,0.1182,60
82963,Dominican Rep 829 - Mobile,0.1182,60
82964,Dominican Rep 829 - Mobile,0.1182,60
82965,Dominican Rep 829 - Mobile,0.1182,60
829660,Dominican Rep 829 - Mobile,0.1182,60
829661,Dominican Rep 829 - Mobile,0.1182,60
829662,Dominican Rep 829 - Mobile,0.1182,60
829663,Dominican Rep 829 - Mobile,0.1182,60
829664,Dominican Rep 829 - Mobile,0.1182,60
829665,Dominican Rep 829 - Mobile,0.1182,60
829667,Dominican Rep 829 - Mobile,0.1182,60
829668,Dominican Rep 829 - Mobile,0.1182,60
829669,Dominican Rep 829 - Mobile,0.1182,60
82967,Dominican Rep 829 - Mobile,0.1182,60
829680,Dominican Rep 829 - Mobile,0.1182,60
829682,Dominican Rep 829 - Mobile,0.1182,60
829683,Dominican Rep 829 - Mobile,0.1182,60
829684,Dominican Rep 829 - Mobile,0.1182,60
829685,Dominican Rep 829 - Mobile,0.1182,60
829686,Dominican Rep 829 - Mobile,0.1182,60
829689,Dominican Rep 829 - Mobile,0.1182,60
82969,Dominican Rep 829 - Mobile,0.1182,60
829701,Dominican Rep 829 - Mobile,0.1182,60
829702,Dominican Rep 829 - Mobile,0.1182,60
829703,Dominican Rep 829 - Mobile,0.1182,60
829704,Dominican Rep 829 - Mobile,0.1182,60
829705,Dominican Rep 829 - Mobile,0.1182,60
829706,Dominican Rep 829 - Mobile,0.1182,60
829707,Dominican Rep 829 - Mobile,0.1182,60
829708,Dominican Rep 829 - Mobile,0.1182,60
829709,Dominican Rep 829 - Mobile,0.1182,60
829710,Dominican Rep 829 - Mobile,0.1182,60
829712,Dominican Rep 829 - Mobile,0.1182,60
829713,Dominican Rep 829 - Mobile,0.1182,60
829714,Dominican Rep 829 - Mobile,0.1182,60
829715,Dominican Rep 829 - Mobile,0.1182,60
829716,Dominican Rep 829 - Mobile,0.1182,60
829717,Dominican Rep 829 - Mobile,0.1182,60
829718,Dominican Rep 829 - Mobile,0.1182,60
829719,Dominican Rep 829 - Mobile,0.1182,60
829720,Dominican Rep 829 - Mobile,0.1182,60
829721,Dominican Rep 829 - Mobile,0.1182,60
829722,Dominican Rep 829 - Mobile,0.1182,60
829723,Dominican Rep 829 - Mobile,0.1182,60
829725,Dominican Rep 829 - Mobile,0.1182,60
829726,Dominican Rep 829 - Mobile,0.1182,60
829727,Dominican Rep 829 - Mobile,0.1182,60
829728,Dominican Rep 829 - Mobile,0.1182,60
829729,Dominican Rep 829 - Mobile,0.1182,60
829730,Dominican Rep 829 - Mobile,0.1182,60
829731,Dominican Rep 829 - Mobile,0.1182,60
829740,Dominican Rep 829 - Mobile,0.1182,60
829741,Dominican Rep 829 - Mobile,0.1182,60
829742,Dominican Rep 829 - Mobile,0.1182,60
829743,Dominican Rep 829 - Mobile,0.1182,60
829744,Dominican Rep 829 - Mobile,0.1182,60
829745,Dominican Rep 829 - Mobile,0.1182,60
829747,Dominican Rep 829 - Mobile,0.1182,60
829748,Dominican Rep 829 - Mobile,0.1182,60
829749,Dominican Rep 829 - Mobile,0.1182,60
82975,Dominican Rep 829 - Mobile,0.1182,60
82976,Dominican Rep 829 - Mobile,0.1182,60
82977,Dominican Rep 829 - Mobile,0.1182,60
82978,Dominican Rep 829 - Mobile,0.1182,60
82979,Dominican Rep 829 - Mobile,0.1182,60
829801,Dominican Rep 829 - Mobile,0.1182,60
829802,Dominican Rep 829 - Mobile,0.1182,60
829803,Dominican Rep 829 - Mobile,0.1182,60
829804,Dominican Rep 829 - Mobile,0.1182,60
829805,Dominican Rep 829 - Mobile,0.1182,60
829806,Dominican Rep 829 - Mobile,0.1182,60
829807,Dominican Rep 829 - Mobile,0.1182,60
829808,Dominican Rep 829 - Mobile,0.1182,60
829810,Dominican Rep 829 - Mobile,0.1182,60
829812,Dominican Rep 829 - Mobile,0.1182,60
829814,Dominican Rep 829 - Mobile,0.1182,60
829815,Dominican Rep 829 - Mobile,0.1182,60
829816,Dominican Rep 829 - Mobile,0.1182,60
829817,Dominican Rep 829 - Mobile,0.1182,60
829818,Dominican Rep 829 - Mobile,0.1182,60
829819,Dominican Rep 829 - Mobile,0.1182,60
829820,Dominican Rep 829 - Mobile,0.1182,60
829821,Dominican Rep 829 - Mobile,0.1182,60
829826,Dominican Rep 829 - Mobile,0.1182,60
829827,Dominican Rep 829 - Mobile,0.1182,60
829828,Dominican Rep 829 - Mobile,0.1182,60
829830,Dominican Rep 829 - Mobile,0.1182,60
829835,Dominican Rep 829 - Mobile,0.1182,60
829836,Dominican Rep 829 - Mobile,0.1182,60
829837,Dominican Rep 829 - Mobile,0.1182,60
829838,Dominican Rep 829 - Mobile,0.1182,60
829839,Dominican Rep 829 - Mobile,0.1182,60
82984,Dominican Rep 829 - Mobile,0.1182,60
82985,Dominican Rep 829 - Mobile,0.1182,60
82986,Dominican Rep 829 - Mobile,0.1182,60
82987,Dominican Rep 829 - Mobile,0.1182,60
829880,Dominican Rep 829 - Mobile,0.1182,60
829881,Dominican Rep 829 - Mobile,0.1182,60
829882,Dominican Rep 829 - Mobile,0.1182,60
829883,Dominican Rep 829 - Mobile,0.1182,60
829884,Dominican Rep 829 - Mobile,0.1182,60
829885,Dominican Rep 829 - Mobile,0.1182,60
829886,Dominican Rep 829 - Mobile,0.1182,60
829887,Dominican Rep 829 - Mobile,0.1182,60
829889,Dominican Rep 829 - Mobile,0.1182,60
82989,Dominican Rep 829 - Mobile,0.1182,60
829901,Dominican Rep 829 - Mobile,0.1182,60
829902,Dominican Rep 829 - Mobile,0.1182,60
829903,Dominican Rep 829 - Mobile,0.1182,60
829904,Dominican Rep 829 - Mobile,0.1182,60
829905,Dominican Rep 829 - Mobile,0.1182,60
829906,Dominican Rep 829 - Mobile,0.1182,60
829907,Dominican Rep 829 - Mobile,0.1182,60
829908,Dominican Rep 829 - Mobile,0.1182,60
829909,Dominican Rep 829 - Mobile,0.1182,60
829910,Dominican Rep 829 - Mobile,0.1182,60
829912,Dominican Rep 829 - Mobile,0.1182,60
829913,Dominican Rep 829 - Mobile,0.1182,60
